gene_id transcript_id K562_1 K562_10 K562_11 K562_12 K562_13 K562_14 K562_15 K562_16 K562_17 K562_18 K562_19 K562_2 K562_20 K562_21 K562_22 K562_23 K562_24 K562_25 K562_26 K562_27 K562_28 K562_29 K562_3 K562_30 K562_31 K562_32 K562_33 K562_34 K562_35 K562_36 K562_37 K562_38 K562_39 K562_4 K562_40 K562_41 K562_42 K562_5 K562_6 K562_7 K562_8 K562_9
ENSG00000084072 ENST00000470018.1_PPIE-008 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.91 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000164002 ENST00000296380.4_EXO5-001 0 0 0 0.25 47.5 0.33 0 0 0.33 0 1.88 2.12 0 0 0 0 0 0 100.14 0 0 0 0 0 0 0 0.63 0 0 0 0.79 0 0 0 0 0 0.71 0 0 0 0 6.5
ENSG00000235358 ENST00000425554.1_RP11-399E6.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.92
ENSG00000164008 ENST00000372525.5_C1orf50-001 0 6.07 0 0 18 9.43 0 17.7 0 3.49 8.4 3.46 2.68 0 9.67 0 15.24 0.56 8.28 29.8 7.25 2.59 3.68 5.22 0 18.32 4.58 16.01 0 0 0 1.07 3.71 0 5.75 3.27 0.56 34.95 0 0 0 0.54
ENSG00000164011 ENST00000372504.1_ZNF691-005 8.74 0.22 24.95 0.61 27.72 37.49 9.92 34.49 5.63 0 7.52 0 59.96 56.61 0 0 0 0 24.55 40.94 0 22.28 22.51 0.43 0 0 0.38 0.76 0 0 44.53 72.13 0 0 2.78 64.93 1.03 36.01 0.22 0 37.79 0.83
ENSG00000227533 ENST00000416689.1_SLC2A1-AS1-001 0 0 0 0 0.41 0 0 0.24 1.59 0 0.54 0 0 1.2 0 0 0.61 1.48 0 0 28.39 0 0 0.4 0 0 11.92 1.53 0 0 0 0 0 1.5 0 0 0 14.63 0 0 6.41 0
ENSG00000117399 ENST00000310955.6_CDC20-001 28.68 55.56 70.04 162.74 170.53 21.07 9.51 218.19 10.25 82.81 28.37 7.89 194.19 149.43 2.12 208.11 11.16 1.53 69.78 25.15 74.49 3.15 47.69 90.64 37.8 26.35 6.35 114.15 34.36 48.06 6.25 0 10.63 6.28 19.94 24.1 35.2 25.1 118.64 8.65 180.33 90.03
ENSG00000198198 ENST00000310739.4_SZT2-201 0 2.84 0 0 0.07 0 0 16.23 0.27 14.27 0 0 0 0 36.12 0 0 0 0 2.81 0 0 0 0.77 0 0 0 0 0 17.82 0 15.32 0 0.3 0 0 1.99 0 0.24 61.07 0 0
ENSG00000117408 ENST00000372343.3_IPO13-001 0 0 5.07 0 8.26 0.36 0.14 6.51 7.61 5.81 1.88 11.03 5.65 0 37.26 23.23 4.63 0 0 0 4.39 13.09 7.62 1.3 0 8.03 0 9.69 0 0 0 0 0 0 0 0.13 34.57 0.24 0 0 28.72 0.13
ENSG00000198520 ENST00000357508.1_C1orf228-005 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.19 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000173660 ENST00000311672.5_UQCRH-001 2281.3 2715.34 2319.19 1986.95 2283.18 2356.33 2135.81 2135.19 2354.89 2494.31 2265.17 2134.31 971.34 2562.53 2000.42 2014.35 1748.69 2398.36 2174.21 1963.02 2505.45 2372 2088.11 1932.35 2328.68 2178.53 2495.52 2711.46 2050.18 2219.44 2322.75 2294.58 2138.39 2580.36 2401.31 2292.82 2222.73 2814.37 2178.9 2103.96 2256.51 2153.89
ENSG00000228237 ENST00000418985.1_EFCAB14-AS1-002 0 0 0 1.14 0 0 0 0 0 0 0 0 0 3.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000123080 ENST00000262662.1_CDKN2C-001 0 0 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.35 0 0 0 0 0 0 0 0.25 0.31 0 0 0 0 0 0 0 0 0 0.41 0 0
ENSG00000134748 ENST00000257181.9_PRPF38A-002 88.92 86.91 165.56 251.07 300.57 131.31 152.06 166.44 310.17 183.11 330.66 207.15 281.75 327.32 107.79 165.75 151.2 303.13 397.73 309.45 319.01 167.59 188.2 186.35 174.33 205.56 251.78 78 198.95 188.83 108.97 128.27 159.07 221.56 294.15 336.87 154.29 179 249.81 117.47 181.73 124.86
ENSG00000116171 ENST00000371509.4_SCP2-007 0 0 8.9 10.9 12.89 0.89 3.91 6.15 26.9 11.04 8.68 3.24 54.39 1.46 5.81 0 132.83 1.26 24.57 10.67 0 0 1.99 15.68 35.89 0 0 4.91 7.4 0 0 0 12.54 4.41 0.96 8.67 72.89 0.97 3.59 1.45 7.52 12.18
ENSG00000259818 ENST00000569869.1_RP5-1024G6.7-001 0 0 0 0 0 0 0 0 0 0.21 0 0 0 0 0 0 0 0 0 0 12.85 0.15 0 0 0.12 0 0 0.75 0 0.29 0.27 0 0 0 0 0 0.44 0 0 0 0.28 0.28
ENSG00000225675 ENST00000445039.2_RP4-784A16.5-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000116212 ENST00000319223.4_LRRC42-001 44.6 74.75 20.92 57.23 7.16 39.34 22.35 0 0 0 3.42 47.53 4.93 97.92 92.4 27.22 43.19 41.6 115.33 54.69 69.82 25.21 0.89 27.88 0 0 21.88 10.58 42.52 68.32 46.35 0 0 14.94 32.24 56.26 48.14 16.31 4.2 9.39 24.74 9.79
ENSG00000116205 ENST00000234827.1_TCEANC2-001 2.07 0 18.09 5.84 3.82 28.79 1.51 1.76 1.84 9.46 0.23 9.08 33.2 9.31 0.45 0 52.05 0 17.72 8.96 0 15.17 23.63 3.04 22.92 34.79 7.25 2.87 9.88 12.39 1.66 1.19 11.64 0.55 6.52 0 16.22 32.95 0 0.22 33.64 23.02
ENSG00000233079 ENST00000455010.1_RP11-90C4.3-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000162409 ENST00000371244.4_PRKAA2-001 0.14 0 0 0 0 0 0 0.08 0 0 0 0 0 0.07 0 0 0.07 0.05 0 0 0 0 0 0 0.04 0 0 0 0 0.05 0 0 0.06 0 0 0 0.05 0 0.16 0 0 0
ENSG00000235545 ENST00000453229.1_RP11-230B22.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000198160 ENST00000355977.6_MIER1-201 6.83 26.98 32.62 12.31 6.54 6.47 13.84 40.61 21.57 0 11.11 11.79 21.32 12.12 5.87 0 12.09 2.52 25.5 2.53 9.25 25.15 6.48 20.19 17.58 0 16.36 16.83 10.16 22.73 7.35 21.96 1.46 9.42 6.12 24.99 5.01 74.2 0 6.22 3.75 21.72
ENSG00000116754 ENST00000370950.3_SRSF11-001 80.82 51.51 64 43.05 15.82 14.77 17.96 49.48 72.22 99.08 42.03 45.6 79.51 48.22 45.21 107.57 27.39 32.38 40.47 153.7 27.87 28.04 95.51 37.69 25.26 18.16 63.78 24.32 12 30.97 23.48 6.01 47.17 28.4 40.79 49.58 23.17 30 58.61 16.53 93.86 40.67
ENSG00000197568 ENST00000359875.5_HHLA3-003 13.29 0.49 0.85 78.13 24.08 73.37 0 27.43 0 24.12 6.75 29.36 37.43 22.63 0 0 0 0 6.25 52.14 31.12 0 0 15.57 34.23 1.47 49.36 15.9 23.12 0.84 0 15.42 31.55 20.03 13.65 0 15.57 9.5 2.59 0 26.05 0
ENSG00000229956 ENST00000413421.1_ZRANB2-AS2-005 0 0 0 0 0 0 0 0 0 2.23 0 0 27.39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20.06 0 0 1.47 0 0 0 0 1.83
ENSG00000116783 ENST00000370891.2_TNNI3K-201 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000117054 ENST00000370834.5_ACADM-002 97.01 68.76 59.56 51.19 115.3 84.4 93.53 57.53 10.36 163.16 115.76 37.93 40.29 82.3 75.46 41.4 95.67 100.69 14.97 54.21 84 59.13 122.07 84.45 71.19 78.46 43.83 180.83 27.25 108.52 64.04 92.24 88.58 145.67 64.19 105.71 49.36 141.71 160.73 73.81 124.65 43.7
ENSG00000137960 ENST00000476882.1_GIPC2-002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000153936 ENST00000370550.5_HS2ST1-001 10.43 0.24 6.99 2.58 0.3 3.73 6.07 9.76 0.31 0.11 8.25 6.78 9.1 1.21 0 0.18 3.3 0.46 21.05 3.46 4.47 33.05 14.89 11.53 4.54 5.35 6.13 6 0.71 5.53 4.07 0.15 5.53 9.12 1.72 3.25 4.28 22.05 0.15 2.38 0.59 3.79
ENSG00000271949 ENST00000370453.5_RP11-302M6.4-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.03
ENSG00000225446 ENST00000425185.1_RP4-665J23.2-001 0 0 0 0 0 0 0 0 0 0 0 0 1.1 0 0 0 0 0 0 1.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000143036 ENST00000271227.6_SLC44A3-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000235501 ENST00000438509.1_RP4-639F20.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000122481 ENST00000263893.6_RWDD3-001 24.06 75.3 58 66.42 50.17 36.97 42.48 45.74 24.9 39.16 34.48 11.29 0 27.47 44.72 7.12 100.45 13.3 44.29 46.01 39.76 10.53 54.09 5.82 25.69 49.32 17.74 44.77 13.01 39.85 26.51 67.71 109.07 33.1 68.64 28.67 60.04 48.71 29.82 4.91 43 14.88
ENSG00000122435 ENST00000370139.1_TRMT13-005 34.35 21.6 4.01 39.52 17.82 41.54 63.04 72.8 1.08 39.08 5.71 17.97 45.57 1.86 20.79 39.93 11.41 9.52 48.13 8.76 25.18 47.75 65.18 51.73 38.95 108.45 35.33 17.44 6.88 2.32 41.83 18.05 34.18 20.58 8.88 47.05 27.26 0 14.85 112.82 24.23 9.5
ENSG00000137996 ENST00000260563.4_RTCA-002 58.54 5.14 48.64 24.65 19.42 62.87 10.04 45.52 14.56 20.34 18.78 19.93 65.48 41.9 29.69 20.87 105.22 35.05 12.97 45.47 2.85 16.71 27.01 22.14 28.19 61.93 48.7 10.93 2.12 33.33 3.68 34.27 22.27 24.9 30.84 11.52 69.31 20.15 43.16 4.16 69.62 4.37
ENSG00000162695 ENST00000357650.4_SLC30A7-002 18.6 7.1 11.1 5.61 4.18 9.33 5.37 12.91 3.49 6.81 13.02 16.21 0.14 0.95 1.13 25.04 28.16 14.3 0.72 21.07 6.99 1.76 23.92 16.22 42.77 3.31 28.52 22.24 0 12.64 7.23 7.75 33.83 2.36 41.29 23.22 15.15 9.24 1.76 21.99 3.22 9.68
ENSG00000185946 ENST00000423855.2_RNPC3-008 36.32 22.97 0 26.98 5.06 21.38 0 2.02 30.93 18.5 2.88 95.24 39.2 22.66 41.21 0 0 0 6.39 0 6.9 8.97 0 7.27 13.79 17.58 17.83 35.17 41.99 58.71 8.67 56.99 7.14 24.35 2.32 7.84 11.99 0.78 6.69 18.76 0 40.82
ENSG00000261595 ENST00000566195.1_RP11-426L16.9-001 0 0 0 0 0 0 0 0 0 0 0 0 0.26 0 0 0 0 0.25 0 0 0 0 0.24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000198799 ENST00000361127.5_LRIG2-001 0.32 1.99 0.62 2.28 2.63 0 7.27 1.97 0.18 3.24 0.34 3.78 0 0.91 0 0.9 0.09 0 3.42 1.89 0.27 1.06 0.6 6.06 1.7 2.66 0.14 0.6 1.92 1.25 6.22 3.46 0 1.25 0.2 0.04 2.74 0.49 5.15 1.35 7.78 0.17
ENSG00000183508 ENST00000369448.3_FAM46C-001 1.18 26.52 0.3 21.93 13.67 0 0 0.62 11.12 5.54 8.5 4.84 18.16 1.42 0.1 3.01 0.11 0.18 1.32 0.91 0.15 0 25.3 0 8.85 0.1 0.59 0.2 2.97 2.31 0 0.09 0.09 8.71 0.16 12.24 0 15.99 0 0 7.49 0
ENSG00000065183 ENST00000349139.5_WDR3-001 56.93 46.35 16.73 41.06 80.68 44.41 123.36 93.34 85.24 97.91 3.73 8.83 121.98 14.54 87.49 130.05 58.35 100.79 74.63 31.28 68.59 63.48 115.2 26.76 113.85 20.59 103.72 94.63 7.79 61.58 19.35 22.89 53.72 62.86 170.43 64.49 139.09 159.06 127.3 5.4 101.06 68.39
ENSG00000196369 ENST00000463366.1_SRGAP2B-004 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.18 0 0 0 0 0 0 0
ENSG00000181039 ENST00000323397.4_ANKRD34A-001 0 0 0 0 0.11 0 0 0 5.23 0 0 0 0 0 0 0 0.18 0 0 2.78 0.12 0 0 0 0 0 0 2.03 0 0 0 0 0 0 0 0 0.14 0 0 0 0 0
ENSG00000131779 ENST00000369306.3_PEX11B-001 0 47.68 55.73 7.23 72.81 20.31 21.53 48.08 215.21 52.59 19.15 10.42 1.96 46.31 41.46 105.07 20.45 31.59 12.69 36.59 6.66 14.24 0.32 40.26 0 57.55 126.58 26.63 22.57 105.17 55.65 67.82 58.18 24.49 29.83 80.71 74.23 26.79 142.3 51.89 29.38 0.31
ENSG00000121848 ENST00000369291.5_RNF115-001 0.5 0.36 6.42 0.1 1.94 0.58 1.52 2.97 0 0 6.75 0.31 1.78 2.95 5.33 9.29 0.07 6.75 4.34 0.06 0.05 3.21 0.49 2.81 0 0.18 3.52 15.39 0.05 10.99 0 0.89 12.15 12.64 3.25 0 0.67 0.92 0.33 0.06 1.29 9.27
ENSG00000235702 ENST00000437377.1_WI2-925H4.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232265 ENST00000411978.1_XXyac-YX155B6.5-002 0 0 0 0 0 17.79 0.76 9.24 4.36 0 0 0 0 5.28 0 30.41 0 0 0 0 0 0 0 0 60.15 0.75 0 0 0 9.46 1.3 4.8 0 3.86 0 0 24.03 3.93 1.37 5.63 0 23.12
ENSG00000143363 ENST00000271619.8_PRUNE-201 0 15.05 0 13.34 14.43 0 42.93 17.55 0 3.06 82.09 15.04 6.84 0 21.38 0.71 0 9.05 84.27 18.39 0.74 0 28.69 8.06 8.36 1.98 0 20.47 10.17 8.41 8.31 0 0 8.45 0 60.8 46.19 0 5.92 0 24.63 2.19
ENSG00000143458 ENST00000368917.1_GABPB2-201 8.33 0 3.45 0 0 9.93 0.22 0 0.05 18.97 12.58 0 0.99 0 0.12 0.14 11.23 0.4 15.57 35.86 5.31 1.38 0 0.33 1.51 0.7 0 0.04 0.05 0.96 0 0 11.29 0.88 0.21 0.06 0.57 9.16 0.99 0.06 17.54 3.3
ENSG00000229021 ENST00000432386.1_NBPF18P-001 0.11 0 0 0 0 0 0 0 0 0 0 0 0.13 0 0 0 0 0 0 0 0 0 0 0 0 0.14 0.14 0 0 0 0.23 0 0 0 0 0 0 0 0 0 0 0
ENSG00000163239 ENST00000368480.3_TDRD10-002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000173207 ENST00000308987.5_CKS1B-001 587.32 645.75 702.78 538.64 609.15 599.7 524.89 649.43 175.75 548.02 850.06 447.94 874.5 567.27 609.82 415.06 299.44 382.95 643.86 492.62 455.57 435.28 558.28 675.15 492.12 936.98 257.06 272.45 543.88 502.02 380.38 402.05 424.2 323.16 264.93 574.07 842.97 721.87 732.29 445.85 628.66 538.76
ENSG00000163357 ENST00000295542.1_DCST1-001 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.27 0 0.25 0 0 0 0
